本編	名詞,一般,*,*,*,*,本編,ホンペン,ホンペン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
単身	名詞,一般,*,*,*,*,単身,タンシン,タンシン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
ゾンビ	名詞,一般,*,*,*,*,*
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
生物	名詞,一般,*,*,*,*,生物,セイブツ,セイブツ
兵器	名詞,一般,*,*,*,*,兵器,ヘイキ,ヘイキ
（	記号,括弧開,*,*,*,*,（,（,（
大量	名詞,形容動詞語幹,*,*,*,*,大量,タイリョウ,タイリョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
タイラント	名詞,一般,*,*,*,*,タイラント,タイラント,タイラント
）	記号,括弧閉,*,*,*,*,）,）,）
、	記号,読点,*,*,*,*,、,、,、
実弾	名詞,一般,*,*,*,*,実弾,ジツダン,ジツダン
装備	名詞,サ変接続,*,*,*,*,装備,ソウビ,ソービ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
U	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
T	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ユニット	名詞,一般,*,*,*,*,ユニット,ユニット,ユニット
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
相手	名詞,一般,*,*,*,*,相手,アイテ,アイテ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
戦い	動詞,自立,*,*,五段・ワ行促音便,連用形,戦う,タタカイ,タタカイ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
記憶	名詞,サ変接続,*,*,*,*,記憶,キオク,キオク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
取り戻し	動詞,自立,*,*,五段・サ行,連用形,取り戻す,トリモドシ,トリモドシ
、	記号,読点,*,*,*,*,、,、,、
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ
2	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
（	記号,括弧開,*,*,*,*,（,（,（
ロット	名詞,一般,*,*,*,*,ロット,ロット,ロット
、	記号,読点,*,*,*,*,、,、,、
リリィ	名詞,一般,*,*,*,*,*
）	記号,括弧閉,*,*,*,*,）,）,）
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
シーナ	名詞,固有名詞,地域,一般,*,*,*
島	名詞,接尾,地域,*,*,*,島,トウ,トー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
脱出	名詞,サ変接続,*,*,*,*,脱出,ダッシュツ,ダッシュツ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
成功	名詞,サ変接続,*,*,*,*,成功,セイコウ,セイコー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
また	接続詞,*,*,*,*,*,また,マタ,マタ
、	記号,読点,*,*,*,*,、,、,、
使用	名詞,サ変接続,*,*,*,*,使用,シヨウ,シヨー
武器	名詞,一般,*,*,*,*,武器,ブキ,ブキ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
グロック	名詞,一般,*,*,*,*,*
17	名詞,数,*,*,*,*,*
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
Cz	名詞,一般,*,*,*,*,*
75	名詞,数,*,*,*,*,*
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
。	記号,句点,*,*,*,*,。,。,。
EOS
ブルース	名詞,固有名詞,人名,名,*,*,ブルース,ブルース,ブルース
・	記号,一般,*,*,*,*,・,・,・
マッギャヴァン	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
Bruce	名詞,一般,*,*,*,*,*
McGivern	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
EOS
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ
：	記号,一般,*,*,*,*,：,：,：
27	名詞,数,*,*,*,*,*
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
（	記号,括弧開,*,*,*,*,（,（,（
2002	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
声	名詞,一般,*,*,*,*,声,コエ,コエ
：	記号,一般,*,*,*,*,：,：,：
Raj	名詞,固有名詞,組織,*,*,*,*
Ramayya	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
平田	名詞,固有名詞,人名,姓,*,*,平田,ヒラタ,ヒラタ
広明	名詞,固有名詞,人名,名,*,*,広明,ヒロアキ,ヒロアキ
（	記号,括弧開,*,*,*,*,（,（,（
『	記号,括弧開,*,*,*,*,『,『,『
NAMCO	名詞,固有名詞,組織,*,*,*,*
x	名詞,一般,*,*,*,*,*
CAPCOM	名詞,一般,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
『	記号,括弧開,*,*,*,*,『,『,『
GS	名詞,一般,*,*,*,*,*
4	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
の	助詞,連体化,*,*,*,*,の,ノ,ノ
主人公	名詞,一般,*,*,*,*,主人公,シュジンコウ,シュジンコー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
アメリカ	名詞,固有名詞,地域,国,*,*,アメリカ,アメリカ,アメリカ
統合	名詞,サ変接続,*,*,*,*,統合,トウゴウ,トーゴー
戦略	名詞,一般,*,*,*,*,戦略,センリャク,センリャク
軍	名詞,接尾,一般,*,*,*,軍,グン,グン
(	名詞,サ変接続,*,*,*,*,*
U	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
S	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
STRATCOM	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
所属	名詞,サ変接続,*,*,*,*,所属,ショゾク,ショゾク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
対	名詞,接続詞的,*,*,*,*,対,タイ,タイ
アンブレラ	名詞,一般,*,*,*,*,*
追撃	名詞,サ変接続,*,*,*,*,追撃,ツイゲキ,ツイゲキ
調査	名詞,サ変接続,*,*,*,*,調査,チョウサ,チョーサ
チーム	名詞,一般,*,*,*,*,チーム,チーム,チーム
工作	名詞,サ変接続,*,*,*,*,工作,コウサク,コーサク
員	名詞,接尾,一般,*,*,*,員,イン,イン
。	記号,句点,*,*,*,*,。,。,。
2002	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
9	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
21	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
、	記号,読点,*,*,*,*,、,、,、
アンブレラ	名詞,一般,*,*,*,*,*
所有	名詞,サ変接続,*,*,*,*,所有,ショユウ,ショユー
豪華	名詞,一般,*,*,*,*,豪華,ゴウカ,ゴーカ
客船	名詞,一般,*,*,*,*,客船,キャクセン,キャクセン
シージャック	名詞,一般,*,*,*,*,*
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
調査	名詞,サ変接続,*,*,*,*,調査,チョウサ,チョーサ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
客船	名詞,一般,*,*,*,*,客船,キャクセン,キャクセン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
潜入	名詞,サ変接続,*,*,*,*,潜入,センニュウ,センニュー
、	記号,読点,*,*,*,*,、,、,、
正義	名詞,一般,*,*,*,*,正義,セイギ,セイギ
感	名詞,接尾,一般,*,*,*,感,カン,カン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
強く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,強い,ツヨク,ツヨク
、	記号,読点,*,*,*,*,、,、,、
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
命	名詞,一般,*,*,*,*,命,イノチ,イノチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
無視	名詞,サ変接続,*,*,*,*,無視,ムシ,ムシ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
無鉄砲	名詞,形容動詞語幹,*,*,*,*,無鉄砲,ムテッポウ,ムテッポー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
行動	名詞,サ変接続,*,*,*,*,行動,コウドウ,コードー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
取る	動詞,自立,*,*,五段・ラ行,基本形,取る,トル,トル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
最終	名詞,一般,*,*,*,*,最終,サイシュウ,サイシュー
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
首謀	名詞,サ変接続,*,*,*,*,首謀,シュボウ,シュボー
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
モーフィアス	名詞,一般,*,*,*,*,*
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
退け	動詞,自立,*,*,一段,連用形,退ける,シリゾケ,シリゾケ
、	記号,読点,*,*,*,*,、,、,、
鳳	名詞,固有名詞,人名,姓,*,*,鳳,オオトリ,オートリ
鈴	名詞,一般,*,*,*,*,鈴,スズ,スズ
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ
別れ	名詞,一般,*,*,*,*,別れ,ワカレ,ワカレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
告げ	動詞,自立,*,*,一段,連用形,告げる,ツゲ,ツゲ
、	記号,読点,*,*,*,*,、,、,、
帰還	名詞,サ変接続,*,*,*,*,帰還,キカン,キカン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
衣服	名詞,一般,*,*,*,*,衣服,イフク,イフク
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
『	記号,括弧開,*,*,*,*,『,『,『
4	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
で	助詞,格助詞,一般,*,*,*,で,デ,デ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
レオン	名詞,固有名詞,人名,姓,*,*,レオン,レオン,レオン
・	記号,一般,*,*,*,*,・,・,・
S	名詞,固有名詞,組織,*,*,*,*
・	記号,一般,*,*,*,*,・,・,・
ケネディ	名詞,固有名詞,人名,姓,*,*,ケネディ,ケネディ,ケネディ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ノーマル	名詞,一般,*,*,*,*,ノーマル,ノーマル,ノーマル
コスチューム	名詞,一般,*,*,*,*,コスチューム,コスチューム,コスチューム
と	助詞,格助詞,一般,*,*,*,と,ト,ト
ほとんど	副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、	記号,読点,*,*,*,*,、,、,、
使用	名詞,サ変接続,*,*,*,*,使用,シヨウ,シヨー
武器	名詞,一般,*,*,*,*,武器,ブキ,ブキ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
US	名詞,固有名詞,組織,*,*,*,*
M	名詞,一般,*,*,*,*,*
9	名詞,数,*,*,*,*,*
。	記号,句点,*,*,*,*,。,。,。
EOS
鳳	名詞,固有名詞,人名,姓,*,*,鳳,オオトリ,オートリ
鈴	名詞,固有名詞,人名,名,*,*,鈴,リン,リン
（	記号,括弧開,*,*,*,*,（,（,（
フォン	名詞,一般,*,*,*,*,フォン,フォン,フォン
リン	名詞,固有名詞,一般,*,*,*,リン,リン,リン
）	記号,括弧閉,*,*,*,*,）,）,）
(	名詞,サ変接続,*,*,*,*,*
Fongling	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
EOS
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ
：	記号,一般,*,*,*,*,：,：,：
25	名詞,数,*,*,*,*,*
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
（	記号,括弧開,*,*,*,*,（,（,（
2002	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
声	名詞,一般,*,*,*,*,声,コエ,コエ
：	記号,一般,*,*,*,*,：,：,：
Claire	名詞,固有名詞,組織,*,*,*,*
o	名詞,一般,*,*,*,*,*
'	名詞,サ変接続,*,*,*,*,*
Connor	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
荒木	名詞,固有名詞,人名,姓,*,*,荒木,アラキ,アラキ
香恵	名詞,固有名詞,人名,名,*,*,香恵,カエ,カエ
（	記号,括弧開,*,*,*,*,（,（,（
『	記号,括弧開,*,*,*,*,『,『,『
NAMCO	名詞,固有名詞,組織,*,*,*,*
x	名詞,一般,*,*,*,*,*
CAPCOM	名詞,一般,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
）	記号,括弧閉,*,*,*,*,）,）,）
EOS
『	記号,括弧開,*,*,*,*,『,『,『
GS	名詞,一般,*,*,*,*,*
4	名詞,数,*,*,*,*,*
』	記号,括弧閉,*,*,*,*,』,』,』
の	助詞,連体化,*,*,*,*,の,ノ,ノ
登場	名詞,サ変接続,*,*,*,*,登場,トウジョウ,トージョー
人物	名詞,一般,*,*,*,*,人物,ジンブツ,ジンブツ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
中華人民共和国	名詞,固有名詞,地域,国,*,*,中華人民共和国,チュウカジンミンキョウワコク,チューカジンミンキョーワコク
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
部	名詞,接尾,一般,*,*,*,部,ブ,ブ
所属	名詞,サ変接続,*,*,*,*,所属,ショゾク,ショゾク
工作	名詞,サ変接続,*,*,*,*,工作,コウサク,コーサク
員	名詞,接尾,一般,*,*,*,員,イン,イン
。	記号,句点,*,*,*,*,。,。,。
アンブレラ	名詞,一般,*,*,*,*,*
所有	名詞,サ変接続,*,*,*,*,所有,ショユウ,ショユー
豪華	名詞,一般,*,*,*,*,豪華,ゴウカ,ゴーカ
客船	名詞,一般,*,*,*,*,客船,キャクセン,キャクセン
シージャック	名詞,一般,*,*,*,*,*
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン
調査	名詞,サ変接続,*,*,*,*,調査,チョウサ,チョーサ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
潜入	名詞,サ変接続,*,*,*,*,潜入,センニュウ,センニュー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
客船	名詞,一般,*,*,*,*,客船,キャクセン,キャクセン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
ブルース	名詞,固有名詞,人名,名,*,*,ブルース,ブルース,ブルース
・	記号,一般,*,*,*,*,・,・,・
マッギャヴァン	名詞,固有名詞,組織,*,*,*,*
と	助詞,格助詞,一般,*,*,*,と,ト,ト
出会う	動詞,自立,*,*,五段・ワ行促音便,基本形,出会う,デアウ,デアウ
。	記号,句点,*,*,*,*,。,。,。
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
に対して	助詞,格助詞,連語,*,*,*,に対して,ニタイシテ,ニタイシテ
忠実	名詞,形容動詞語幹,*,*,*,*,忠実,チュウジツ,チュージツ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
冷徹	名詞,形容動詞語幹,*,*,*,*,冷徹,レイテツ,レイテツ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
女性	名詞,一般,*,*,*,*,女性,ジョセイ,ジョセイ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
敵対	名詞,サ変接続,*,*,*,*,敵対,テキタイ,テキタイ
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
兄	名詞,一般,*,*,*,*,兄,アニ,アニ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
上官	名詞,一般,*,*,*,*,上官,ジョウカン,ジョーカン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
命令	名詞,サ変接続,*,*,*,*,命令,メイレイ,メイレイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
逮捕	名詞,サ変接続,*,*,*,*,逮捕,タイホ,タイホ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
後	名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
処刑	名詞,サ変接続,*,*,*,*,処刑,ショケイ,ショケイ
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
暗い	形容詞,自立,*,*,形容詞・アウオ段,基本形,暗い,クライ,クライ
過去	名詞,副詞可能,*,*,*,*,過去,カコ,カコ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
持つ	動詞,自立,*,*,五段・タ行,基本形,持つ,モツ,モツ
。	記号,句点,*,*,*,*,。,。,。
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
捨て	動詞,自立,*,*,一段,連用形,捨てる,ステ,ステ
駒	名詞,一般,*,*,*,*,駒,コマ,コマ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
過ぎ	動詞,自立,*,*,一段,未然形,過ぎる,スギ,スギ
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク
、	記号,読点,*,*,*,*,、,、,、
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
せい	名詞,非自立,一般,*,*,*,せい,セイ,セイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
命	名詞,一般,*,*,*,*,命,イノチ,イノチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
落とし	動詞,自立,*,*,五段・サ行,連用形,落とす,オトシ,オトシ
かけ	動詞,非自立,*,*,一段,連用形,かける,カケ,カケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
ブルース	名詞,一般,*,*,*,*,ブルース,ブルース,ブルース
の	助詞,連体化,*,*,*,*,の,ノ,ノ
機転	名詞,一般,*,*,*,*,機転,キテン,キテン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
救わ	動詞,自立,*,*,五段・ワ行促音便,未然形,救う,スクワ,スクワ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
、	記号,読点,*,*,*,*,、,、,、
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
「	記号,括弧開,*,*,*,*,「,「,「
アメリカ	名詞,固有名詞,地域,国,*,*,アメリカ,アメリカ,アメリカ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
来	動詞,自立,*,*,カ変・来ル,未然形,来る,コ,コ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
?」	名詞,サ変接続,*,*,*,*,*
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
ブルース	名詞,一般,*,*,*,*,ブルース,ブルース,ブルース
の	助詞,連体化,*,*,*,*,の,ノ,ノ
誘い	名詞,一般,*,*,*,*,誘い,サソイ,サソイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
嬉しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,嬉しい,ウレシク,ウレシク
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
断り	動詞,自立,*,*,五段・ラ行,連用形,断る,コトワリ,コトワリ
、	記号,読点,*,*,*,*,、,、,、
愛する	動詞,自立,*,*,サ変・−スル,基本形,愛する,アイスル,アイスル
祖国	名詞,一般,*,*,*,*,祖国,ソコク,ソコク
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク
。	記号,句点,*,*,*,*,。,。,。
また	接続詞,*,*,*,*,*,また,マタ,マタ
、	記号,読点,*,*,*,*,、,、,、
使用	名詞,サ変接続,*,*,*,*,使用,シヨウ,シヨー
武器	名詞,一般,*,*,*,*,武器,ブキ,ブキ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
サイレンサー	名詞,一般,*,*,*,*,*
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
装着	名詞,サ変接続,*,*,*,*,装着,ソウチャク,ソーチャク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
S	名詞,一般,*,*,*,*,*
&	名詞,サ変接続,*,*,*,*,*
W	名詞,一般,*,*,*,*,*
M	名詞,一般,*,*,*,*,*
39	名詞,数,*,*,*,*,*
。	記号,句点,*,*,*,*,。,。,。
